source_space_name,room_category,matched_token,classification_status,thermal_zone,floor_area_m2,exterior_area_m2,design_people,people_per_m2,m2_per_person,space_type_defaulted,explicit_space_type,effective_space_type,metadata_status,metadata_conflicts,people_source_kinds,people_source_names,people_definition_names,people_calculation_methods,people_definition_values,number_schedules,activity_schedules,fraction_radiant_values,sensible_heat_fraction_values,co2_generation_rate_m3_s_person_values,oa_defaulted,oa_name,oa_method,oa_flow_per_person_m3_s_person,oa_flow_per_area_m3_s_m2,oa_flow_rate_m3_s,oa_ach_per_h,oa_schedule,source_handle
x-n-commerce-2,commerce_retail,commerce,CLASSIFIED,xncommerce2,129,129,20.828167,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{c3f7e8d7-e984-4d37-bacc-d159f0d0a11b}
x-n-commerce-3,commerce_retail,commerce,CLASSIFIED,xncommerce3,73.587979,73.587979,11.881416,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{212f720a-3b24-4cbd-b5f8-ee399c14d919}
x-n-commerce-4,commerce_retail,commerce,CLASSIFIED,xncommerce4,56.367611,143.689629,9.101039,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{3a563781-d640-41d8-a841-9d6d685ec173}
x-n-commerce-5,commerce_retail,commerce,CLASSIFIED,xncommerce5,19.904892,58.781635,3.213817,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{10510836-70ba-45fb-bbae-37cd86700a67}
x-n-commerce-6,commerce_retail,commerce,CLASSIFIED,xncommerce6,22.533954,66.545583,3.638302,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{66ec64a4-10e0-4fea-8afd-a12a6bf6047c}
x-n-dining-1,dining,dining,CLASSIFIED,xndining1,162.321429,314.024041,17.472133,0.107639,9.290304,false,Office Dining,Office Dining,SOURCE_METADATA_CONSISTENT,,space_type,Office Dining,Office Dining People Definition,People/Area,0.107639104167097,OfficeLarge BLDG_OCC_SCH,OfficeMedium ACTIVITY_SCH,0.3,,3.82e-08,true,Office Dining Ventilation,Sum,0.007079,0,0,0,,{0a128547-a3a0-4daf-9d2f-644ef8586281}
x-n-dining-2,dining,dining,CLASSIFIED,xndining2,50,100,5.381955,0.107639,9.290304,false,Office Dining,Office Dining,SOURCE_METADATA_CONSISTENT,,space_type,Office Dining,Office Dining People Definition,People/Area,0.107639104167097,OfficeLarge BLDG_OCC_SCH,OfficeMedium ACTIVITY_SCH,0.3,,3.82e-08,true,Office Dining Ventilation,Sum,0.007079,0,0,0,,{76557497-85f2-47ea-bc83-8f5dc752ae1f}
x-n-dining-3,dining,dining,CLASSIFIED,xndining3,100,200,10.76391,0.107639,9.290304,false,Office Dining,Office Dining,SOURCE_METADATA_CONSISTENT,,space_type,Office Dining,Office Dining People Definition,People/Area,0.107639104167097,OfficeLarge BLDG_OCC_SCH,OfficeMedium ACTIVITY_SCH,0.3,,3.82e-08,true,Office Dining Ventilation,Sum,0.007079,0,0,0,,{56e54246-04ad-4a12-a011-0df0ed66480d}
x-n-dining-4,dining,dining,CLASSIFIED,xndining4,53.017825,153.017825,5.706791,0.107639,9.290304,false,Office Dining,Office Dining,SOURCE_METADATA_CONSISTENT,,space_type,Office Dining,Office Dining People Definition,People/Area,0.107639104167097,OfficeLarge BLDG_OCC_SCH,OfficeMedium ACTIVITY_SCH,0.3,,3.82e-08,true,Office Dining Ventilation,Sum,0.007079,0,0,0,,{991fd0f2-f9a6-4c3f-8cc0-c0ab20f061b6}
x-n-dining-5,dining,dining,CLASSIFIED,xndining5,92.743697,187.603384,9.982848,0.107639,9.290304,false,Office Dining,Office Dining,SOURCE_METADATA_CONSISTENT,,space_type,Office Dining,Office Dining People Definition,People/Area,0.107639104167097,OfficeLarge BLDG_OCC_SCH,OfficeMedium ACTIVITY_SCH,0.3,,3.82e-08,true,Office Dining Ventilation,Sum,0.007079,0,0,0,,{63c46626-26b5-4eb2-88fd-070fd20debcf}
x-n-hall-1,terminal_hall,hall,CLASSIFIED,xnhall1,1437.613015,1841.359245,77.371689,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{c700235d-8a45-42fa-8462-cb66fd7169f2}
x-n-hall-10,terminal_hall,hall,CLASSIFIED,xnhall10,175,225,9.418422,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{48f29238-5f75-4e81-b0fb-322236f22abd}
x-n-hall-11,terminal_hall,hall,CLASSIFIED,xnhall11,850,1350,45.746619,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{1a6f243b-2b95-4908-a78f-2e74e0bfbc3b}
x-n-hall-12,terminal_hall,hall,CLASSIFIED,xnhall12,726.471916,1076.511995,39.098393,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{fcb74479-2a4a-4eb5-9fa6-96bad4f55021}
x-n-hall-13,terminal_hall,hall,CLASSIFIED,xnhall13,740.02821,1193.773614,39.827987,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{43ac7731-d622-48f7-9ed5-c580bc668426}
x-n-hall-14,terminal_hall,hall,CLASSIFIED,xnhall14,337.917225,576.508504,18.186554,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{65b906c3-808b-4188-a891-3f752d09188d}
x-n-hall-15,terminal_hall,hall,CLASSIFIED,xnhall15,725.959112,933.267432,39.070794,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{0ef08725-4f39-4e4e-bcbf-5275da008311}
x-n-hall-16,terminal_hall,hall,CLASSIFIED,xnhall16,393.844357,607.079979,21.196527,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{cc1acbf0-42e4-4a02-ad1a-de758fb7fcf7}
x-n-hall-17,terminal_hall,hall,CLASSIFIED,xnhall17,550.925686,806.427822,29.650574,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ef6b9c24-d0e8-4104-9b2a-7498050b9be1}
x-n-hall-18,terminal_hall,hall,CLASSIFIED,xnhall18,505.106303,848.683026,27.184595,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{02ee817b-e033-4404-a1a7-79eff61a5c85}
x-n-hall-19,terminal_hall,hall,CLASSIFIED,xnhall19,623.167392,987.78914,33.53859,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{03a29a0c-e935-4634-a2f0-75bd24c04a7b}
x-n-hall-2,terminal_hall,hall,CLASSIFIED,xnhall2,1092.933225,1517.530346,58.821177,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{0ad4099b-48e7-4186-9647-ffa0d350b5ff}
x-n-hall-20,terminal_hall,hall,CLASSIFIED,xnhall20,585.123686,728.516329,31.491095,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ab49f0a1-6fad-4411-8511-16a69408e544}
x-n-hall-3,terminal_hall,hall,CLASSIFIED,xnhall3,465.679376,636.707262,25.062655,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{94d14435-304c-4672-8364-63d4f87f13d5}
x-n-hall-4,terminal_hall,hall,CLASSIFIED,xnhall4,1008.392701,1316.043232,54.271244,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{d7c38303-2246-4776-897e-0278aeda2857}
x-n-hall-5,terminal_hall,hall,CLASSIFIED,xnhall5,465.206147,521.914581,25.037186,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{b74ee3ae-7a35-44f4-a34f-2e6d223a1ecb}
x-n-hall-6,terminal_hall,hall,CLASSIFIED,xnhall6,810.62836,1276.258103,43.627655,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{b93def27-5944-4b75-a6a8-04620e7b81f9}
x-n-hall-7,terminal_hall,hall,CLASSIFIED,xnhall7,519.358985,826.27193,27.951668,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f468315a-d600-46e2-ab2a-422e9031279a}
x-n-hall-8,terminal_hall,hall,CLASSIFIED,xnhall8,588.438608,825.598177,31.669502,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f7b4380f-9924-41d5-91fc-90619a04d5a4}
x-n-hall-9,terminal_hall,hall,CLASSIFIED,xnhall9,850,1350,45.746619,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{bd1eded1-d96c-4ed6-a9bd-cde4bb738282}
x-n-hall21,terminal_hall,hall,CLASSIFIED,xnhall21,694.493818,1182.528585,37.377346,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f807943f-2b37-47c8-9a4c-cd39e0a23805}
x-n-office-1,office,office,CLASSIFIED,xnoffice1,154.546965,154.546965,7.901766,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{4b4efa51-2f5c-414e-9da0-b128abe45f6c}
x-n-office-10,office,office,CLASSIFIED,xnoffice10,43.526786,119.378092,2.225463,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{6073a644-5b87-457c-89f5-52c75c043bef}
x-n-office-11,office,office,CLASSIFIED,xnoffice11,82.256303,189.666766,4.205648,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{af890dc0-48ed-4eda-93eb-eb61d467ccd7}
x-n-office-12,office,office,CLASSIFIED,xnoffice12,207.483954,282.483954,10.608359,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{7386bbf1-064c-421d-8399-a2142e2bf607}
x-n-office-13,office,office,CLASSIFIED,xnoffice13,274.570895,374.570895,14.038418,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{817bc94f-c1bd-4330-9bae-8dffdb22dae5}
x-n-office-2,office,office,CLASSIFIED,xnoffice2,36.808969,103.007369,1.88199,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{cc8f7a1a-98e7-4ae2-95bf-523a642f7f4c}
x-n-office-3,office,office,CLASSIFIED,xnoffice3,46.177098,121.181463,2.360969,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{75bb3c41-3741-4c83-9061-b09131f2051e}
x-n-office-4,office,office,CLASSIFIED,xnoffice4,150,300,7.669286,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{0a14cc85-3a4c-49b7-b4eb-8b82bbcfcdcf}
x-n-office-5,office,office,CLASSIFIED,xnoffice5,100,200,5.112857,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{542c465c-6c52-438d-8566-d5b48ae0abc6}
x-n-office-6,office,office,CLASSIFIED,xnoffice6,183.726529,183.726529,9.393676,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{904c3d0c-1376-4762-a158-a3f387f0f921}
x-n-office-7,office,office,CLASSIFIED,xnoffice7,46.007133,132.94577,2.352279,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{5e15d047-b8a3-441c-93fa-242418cc9b56}
x-n-office-8,office,office,CLASSIFIED,xnoffice8,40.848987,127.787623,2.08855,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ddf52ddf-6083-4819-a1ff-c2655774145f}
x-n-office-9,office,office,CLASSIFIED,xnoffice9,31.430223,92.817377,1.606982,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ef05158f-713b-4ab1-9767-9885e17a8646}
x-n-restroom-1,restroom,restroom,CLASSIFIED,xnrestroom1,101.45,101.45,10.919987,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{6f57c938-72c6-4e94-a718-d694f166b486}
